transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
16095,0,10,2017-11-27,0.0,Approved,OHM Cycles,Standard,,medium,2064.08,,38199.77654900773
6004,28,11,2017-04-02,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,38199.77654900773
16846,85,11,2017-06-02,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,38199.77654900773
14370,10,11,2017-07-09,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,38199.77654900773
10444,30,11,2017-08-02,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,38199.77654900773
9240,10,11,2017-10-30,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,38199.77654900773
18879,4,11,2017-11-14,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38199.77654900773
6741,72,12,2017-02-12,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38199.77654900773
12242,91,12,2017-07-23,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,38199.77654900773
5985,39,12,2017-08-21,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,38199.77654900773
13818,44,12,2017-08-21,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,38199.77654900773
6705,72,12,2017-09-04,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38199.77654900773
19219,28,12,2017-09-16,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,38199.77654900773
14250,34,12,2017-10-24,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,38199.77654900773
17763,92,13,2017-01-06,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,38199.77654900773
8905,66,13,2017-02-16,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,38199.77654900773
15101,49,13,2017-03-01,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,38199.77654900773
19988,0,13,2017-04-05,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38199.77654900773
11839,9,13,2017-08-02,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,38199.77654900773
13486,17,13,2017-11-17,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,38199.77654900773
17639,0,13,2017-12-03,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38199.77654900773
16253,68,14,2017-05-11,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,38199.77654900773
8486,0,14,2017-08-16,1.0,Approved,OHM Cycles,Mountain,,medium,1084.18,,38199.77654900773
19381,23,14,2017-10-27,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,38199.77654900773
6044,56,14,2017-11-13,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,38199.77654900773
17528,2,15,2017-01-20,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38199.77654900773
434,67,15,2017-03-10,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38199.77654900773
11788,33,15,2017-06-07,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,38199.77654900773
7896,26,15,2017-07-30,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,38199.77654900773
10707,41,15,2017-09-20,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,38199.77654900773
17963,81,15,2017-11-25,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,38199.77654900773
14760,96,16,2017-02-12,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,38199.77654900773
5083,94,16,2017-05-10,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,38199.77654900773
17935,99,16,2017-07-31,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,38199.77654900773
1405,3,16,2017-08-17,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38199.77654900773
13585,68,16,2017-09-22,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,38199.77654900773
1404,62,17,2017-03-14,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,38199.77654900773
10775,1,17,2017-05-01,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38199.77654900773
12747,70,17,2017-10-11,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38199.77654900773
5316,78,17,2017-11-14,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38199.77654900773
17135,49,17,2017-12-30,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,38199.77654900773
7092,97,18,2017-03-25,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,38199.77654900773
3777,11,18,2017-05-11,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,38199.77654900773
8622,94,18,2017-05-16,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,38199.77654900773
11922,10,18,2017-06-24,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,38199.77654900773
11227,40,18,2017-07-05,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38199.77654900773
3506,87,18,2017-07-15,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,38199.77654900773
17282,16,18,2017-08-18,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,38199.77654900773
4664,7,19,2017-01-31,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,38199.77654900773
14850,87,19,2017-03-25,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,38199.77654900773
8866,36,19,2017-09-19,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,38199.77654900773
18030,3,20,2017-06-11,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38199.77654900773
6657,4,20,2017-11-01,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38199.77654900773
14766,48,20,2017-11-20,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,38199.77654900773
11330,94,20,2017-11-29,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,38199.77654900773
14115,25,21,2017-02-12,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,38199.77654900773
2932,37,21,2017-08-17,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,38199.77654900773
4778,3,21,2017-10-22,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38199.77654900773
19616,16,21,2017-11-17,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,38199.77654900773
8915,72,21,2017-12-24,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38199.77654900773
17002,64,22,2017-01-06,1.0,Cancelled,Trek Bicycles,Standard,medium,large,1469.44,596.55,38199.77654900773
16626,100,22,2017-03-10,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,38199.77654900773
118,20,22,2017-03-21,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,38199.77654900773
4601,65,22,2017-05-29,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,38199.77654900773
3504,38,22,2017-07-16,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,38199.77654900773
3480,32,22,2017-09-18,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,38199.77654900773
8207,53,22,2017-09-19,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,38199.77654900773
14956,45,22,2017-09-24,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,38199.77654900773
18219,0,23,2017-03-27,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,38199.77654900773
7695,0,23,2017-04-02,1.0,Approved,Solex,Standard,,large,2037.77,,38199.77654900773
17698,98,23,2017-05-16,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,38199.77654900773
7951,19,23,2017-08-03,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,38199.77654900773
7429,54,23,2017-10-06,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,38199.77654900773
15587,77,23,2017-10-09,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,38199.77654900773
5598,85,23,2017-12-20,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,38199.77654900773
15926,2,24,2017-01-25,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38199.77654900773
7610,0,24,2017-05-11,0.0,Approved,Solex,Standard,,medium,1193.44,,38199.77654900773
15874,11,24,2017-05-13,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,38199.77654900773
19263,76,24,2017-10-05,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38199.77654900773
14099,89,24,2017-10-12,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,38199.77654900773
19078,40,24,2017-10-31,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38199.77654900773
9249,52,24,2017-11-13,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,38199.77654900773
1783,53,24,2017-12-13,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,38199.77654900773
16026,22,25,2017-02-08,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,38199.77654900773
2354,53,25,2017-03-04,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,38199.77654900773
11765,6,25,2017-03-08,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,38199.77654900773
15291,28,25,2017-04-01,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,38199.77654900773
6552,54,25,2017-04-15,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,38199.77654900773
4309,39,25,2017-05-23,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,38199.77654900773
10224,59,25,2017-07-10,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,38199.77654900773
5770,41,25,2017-09-04,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,38199.77654900773
9193,6,25,2017-09-17,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,38199.77654900773
7196,18,25,2017-11-23,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,38199.77654900773
19252,67,25,2017-12-01,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38199.77654900773
17826,78,25,2017-12-25,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38199.77654900773
7674,80,26,2017-04-02,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,38199.77654900773
3749,96,26,2017-04-15,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,38199.77654900773
7949,0,26,2017-09-08,0.0,Approved,WeareA2B,Standard,,small,1697.27,,38199.77654900773
1275,97,27,2017-04-08,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,38199.77654900773
5662,92,27,2017-05-28,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,38199.77654900773
5970,15,27,2017-06-18,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38199.77654900773
849,57,27,2017-07-18,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,38199.77654900773
13771,79,27,2017-07-23,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38199.77654900773
5053,45,27,2017-07-25,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,38199.77654900773
11751,28,27,2017-08-09,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,38199.77654900773
7775,72,28,2017-01-23,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38199.77654900773
8139,70,28,2017-01-31,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38199.77654900773
11105,26,28,2017-04-20,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,38199.77654900773
13007,82,28,2017-07-16,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,38199.77654900773
8422,19,28,2017-07-21,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,38199.77654900773
7048,63,28,2017-10-08,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,38199.77654900773
10676,53,29,2017-01-04,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,38199.77654900773
19532,46,29,2017-01-25,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,38199.77654900773
1898,80,29,2017-03-28,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,38199.77654900773
19016,80,29,2017-04-10,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,38199.77654900773
7093,84,29,2017-08-22,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38199.77654900773
16431,44,29,2017-08-30,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,38199.77654900773
661,87,29,2017-09-16,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,38199.77654900773
7691,65,29,2017-10-12,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,38199.77654900773
14982,38,29,2017-12-08,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,38199.77654900773
3214,41,30,2017-04-02,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,38199.77654900773
1739,3,30,2017-06-16,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38199.77654900773
8164,74,30,2017-12-19,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,38199.77654900773
4321,99,31,2017-03-21,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38199.77654900773
420,97,31,2017-05-25,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,38199.77654900773
11652,22,31,2017-07-15,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,38199.77654900773
14858,0,31,2017-10-02,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38199.77654900773
15069,43,32,2017-01-14,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,38199.77654900773
99,95,32,2017-03-26,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,38199.77654900773
4734,21,32,2017-04-12,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,38199.77654900773
15922,8,32,2017-05-05,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,38199.77654900773
10210,97,32,2017-05-09,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,38199.77654900773
15346,94,32,2017-06-01,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,38199.77654900773
8735,25,32,2017-08-14,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,38199.77654900773
6156,99,33,2017-03-20,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,38199.77654900773
3731,54,33,2017-05-30,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,38199.77654900773
7024,18,33,2017-07-29,1.0,Cancelled,Solex,Standard,medium,medium,575.27,431.45,38199.77654900773
6231,7,33,2017-09-12,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38199.77654900773
7443,48,33,2017-09-17,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,38199.77654900773
11789,20,33,2017-09-28,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,38199.77654900773
5415,44,33,2017-11-22,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,38199.77654900773
9044,12,34,2017-02-13,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38199.77654900773
16935,0,34,2017-02-14,0.0,Approved,WeareA2B,Touring,,medium,1034.17,,38199.77654900773
2638,83,34,2017-04-07,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,38199.77654900773
17808,96,34,2017-04-10,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,38199.77654900773
9792,60,34,2017-06-25,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,38199.77654900773
1039,8,34,2017-07-01,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,38199.77654900773
12083,13,34,2017-07-23,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,38199.77654900773
1107,15,34,2017-08-22,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38199.77654900773
19291,65,34,2017-09-19,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,38199.77654900773
15032,15,35,2017-03-28,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,38199.77654900773
3417,70,35,2017-03-30,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,38199.77654900773
5637,98,35,2017-06-23,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,38199.77654900773
17891,27,35,2017-09-29,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,38199.77654900773
1418,22,36,2017-04-08,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,38199.77654900773
8348,47,36,2017-07-20,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38199.77654900773
13475,36,37,2017-03-05,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,38199.77654900773
6664,86,37,2017-05-01,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,38199.77654900773
10824,0,37,2017-05-07,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,38199.77654900773
5998,0,37,2017-07-05,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,38199.77654900773
231,46,37,2017-08-12,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,38199.77654900773
9874,99,37,2017-09-12,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38199.77654900773
3748,14,37,2017-10-09,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,38199.77654900773
16239,69,37,2017-11-09,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38199.77654900773
14725,38,37,2017-12-23,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38199.77654900773
14512,2,38,2017-01-23,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38199.77654900773
9816,13,38,2017-08-13,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,38199.77654900773
9453,60,38,2017-08-22,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,38199.77654900773
7384,46,38,2017-11-10,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,38199.77654900773
4659,97,39,2017-01-19,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,38199.77654900773
5119,40,39,2017-02-07,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38199.77654900773
12103,49,39,2017-02-09,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,38199.77654900773
12174,34,39,2017-05-29,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,38199.77654900773
10562,46,39,2017-08-04,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,38199.77654900773
16084,70,39,2017-08-16,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38199.77654900773
2850,37,39,2017-08-28,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,38199.77654900773
6593,27,39,2017-09-16,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,38199.77654900773
3561,30,39,2017-09-23,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,38199.77654900773
17701,21,39,2017-10-06,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,38199.77654900773
18076,38,39,2017-11-24,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,38199.77654900773
2557,69,39,2017-11-26,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,38199.77654900773
10973,22,40,2017-01-24,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,38199.77654900773
10129,35,40,2017-04-21,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,38199.77654900773
327,1,40,2017-05-09,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38199.77654900773
4213,21,40,2017-07-26,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,38199.77654900773
15165,54,40,2017-11-07,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,38199.77654900773
836,46,40,2017-12-16,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,38199.77654900773
15262,1,41,2017-01-24,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38199.77654900773
5910,25,41,2017-02-22,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,38199.77654900773
1677,82,41,2017-04-15,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,38199.77654900773
9750,62,41,2017-04-18,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,38199.77654900773
14571,57,41,2017-07-09,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,38199.77654900773
